"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","ADPT","ADPT_ATTRIBUTES","ASLP","ASLP_ATTRIBUTES","ASTP","ASTP_ATTRIBUTES","AWBT","AWBT_ATTRIBUTES","AWND","AWND_ATTRIBUTES","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYHF","DYHF_ATTRIBUTES","DYNT","DYNT_ATTRIBUTES","DYSD","DYSD_ATTRIBUTES","DYSN","DYSN_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","DYXP","DYXP_ATTRIBUTES","DYXT","DYXT_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","RHAV","RHAV_ATTRIBUTES","RHMN","RHMN_ATTRIBUTES","RHMX","RHMX_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","WDF1","WDF1_ATTRIBUTES","WDF2","WDF2_ATTRIBUTES","WDF5","WDF5_ATTRIBUTES","WDFG","WDFG_ATTRIBUTES","WSF1","WSF1_ATTRIBUTES","WSF2","WSF2_ATTRIBUTES","WSF5","WSF5_ATTRIBUTES","WSFG","WSFG_ATTRIBUTES"
"USW00094789","1964-03","40.63915","-73.7639","2.7","JFK INTERNATIONAL AIRPORT, NY US","","","","","","","","","","","0.0","X","0.0",",X","16",",X","7",",X","0",",X","1",",X","2",",X","0",",X","14",",X","0",",X","0",",X","0",",X","11","","","","19640331",",,X","19640322",",,X","19640322",",,X","2","","19640328",",,X","19640317","+,,X","-6.1",",X,31,","25",",,X,22,","33",",,X,22,","13.2",",,X,28,","12.8",",X,17,+","2553.8","X","433.3",",X","59.4",",,,X","","","","","","","61",",,,X","4.36",",X","8.65",",,,X","0.06",",,,X","","","","","","","","","","","","","","","",""
"USW00094789","1964-04","40.63915","-73.7639","2.7","JFK INTERNATIONAL AIRPORT, NY US","","","","","","","","","","","0.0","X","0.0",",X","15",",X","13",",X","1",",X","0",",X","0",",X","0",",X","5",",X","0",",X","1",",X","0",",X","14","","","","19640401",",,X","19640430","+,,X","19640409",",,X","","","19640406",",,X","19640418",",,X","-3.3",",X,01,","0",",,X,30,+","0",",T,X,09,","31.5",",,X,06,","27.8",",X,18,","2852.7","X","298.9",",X","167.5",",,,X","","","","","","","0",",T,,X","8.37",",X","12.59",",,,X","4.15",",,,X","","","","","","","","","","","","","","","",""
"USW00094789","1964-05","40.63915","-73.7639","2.7","JFK INTERNATIONAL AIRPORT, NY US","","","","","","","","","","","37.0","X","37.0",",X","4",",X","2",",X","0",",X","0",",X","0",",X","0",",X","0",",X","0",",X","21",",X","0",",X","6","","","","19640502",",,X","19640531","+,,X","19640531","+,,X","2","","19640514",",,X","19640523",",,X","3.9",",X,02,","0",",,X,31,+","0",",,X,31,+","6.9",",,X,14,","31.7",",X,23,","2923.0","X","70.3",",X","15.8",",,,X","","","","","","","0",",,,X","17.26",",X","23.20",",,,X","11.32",",,,X","","","","","","","","","","","","","","","",""
"USW00094789","1964-06","40.63915","-73.7639","2.7","JFK INTERNATIONAL AIRPORT, NY US","","","","","","","","","","","140.8","X","103.8",",X","11",",X","5",",X","1",",X","0",",X","0",",X","0",",X","0",",X","0",",X","27",",X","6",",X","10","","","","19640603","+,,X","19640630","+,,X","19640630","+,,X","3","","19640615",",,X","19640630",",,X","9.4",",X,03,+","0",",,X,30,+","0",",,X,30,+","25.7",",,X,15,","37.2",",X,30,","2937.7","X","14.7",",X","56.6",",,,X","","","","","","","0",",,,X","21.30",",X","26.75",",,,X","15.85",",,,X","","","","","","","","","","","","","","","",""
"USW00094789","1964-07","40.63915","-73.7639","2.7","JFK INTERNATIONAL AIRPORT, NY US","","","","","","","","","","","303.7","X","162.9",",X","10",",X","5",",X","1",",X","0",",X","0",",X","0",",X","0",",X","0",",X","30",",X","1",",X","14","","","","19640731","+,,X","19640731","+,,X","19640731","+,,X","3","","19640708",",,X","19640701",",,X","14.4",",X,31,+","0",",,X,31,+","0",",,X,31,+","30.5",",,X,08,","36.7",",X,01,","0.0","X","0.0",",X","118.4",",,,X","","","","","","","0",",,,X","23.59",",X","28.02",",,,X","19.15",",,,X","","","","","","","","","","","","","","","",""
"USW00094789","1964-08","40.63915","-73.7639","2.7","JFK INTERNATIONAL AIRPORT, NY US","","","","","","","","","","","427.4","X","123.7",",X","6",",X","3",",X","0",",X","0",",X","0",",X","0",",X","0",",X","0",",X","31",",X","0",",X","9","","","","19640810",",,X","19640831","+,,X","19640831","+,,X","2","","19640812",",,X","19640824",",,X","12.2",",X,10,","0",",,X,31,+","0",",,X,31,+","12.4",",,X,12,","31.7",",X,24,","0.0","X","0.0",",X","22.2",",,,X","","","","","","","0",",,,X","22.32",",X","27.37",",,,X","17.27",",,,X","","","","","","","","","","","","","","","",""
"USW00094789","1964-09","40.63915","-73.7639","2.7","JFK INTERNATIONAL AIRPORT, NY US","","","","","","","","","","","506.5","X","79.1",",X","7",",X","4",",X","1",",X","0",",X","0",",X","0",",X","0",",X","0",",X","25",",X","1",",X","6","","","","19640916",",,X","19640930","+,,X","19640930","+,,X","1","","19640929",",,X","19640905",",,X","8.9",",X,16,","0",",,X,30,+","0",",,X,30,+","34.8",",,X,29,","33.3",",X,05,","24.7","X","24.7",",X","65.6",",,,X","","","","","","","0",",,,X","20.15",",X","25.28",",,,X","15.02",",,,X","","","","","","","","","","","","","","","",""
"USW00094789","1964-10","40.63915","-73.7639","2.7","JFK INTERNATIONAL AIRPORT, NY US","","","","","","","","","","","508.2","X","1.7",",X","6",",X","6",",X","0",",X","0",",X","0",",X","0",",X","0",",X","0",",X","7",",X","0",",X","6","","","","19641024",",,X","19641031","+,,X","19641031","+,,X","","","19641002",",,X","19641018","+,,X","2.2",",X,24,","0",",,X,31,+","0",",,X,31,+","15.0",",,X,02,","25.0",",X,18,+","185.8","X","161.1",",X","51.6",",,,X","","","","","","","0",",,,X","13.19",",X","18.21",",,,X","8.17",",,,X","","","","","","","","","","","","","","","",""
"USW00094789","1964-11","40.63915","-73.7639","2.7","JFK INTERNATIONAL AIRPORT, NY US","","","","","","","","","","","508.2","X","0.0",",X","8",",X","4",",X","0",",X","0",",X","0",",X","0",",X","5",",X","0",",X","1",",X","0",",X","8","","","","19641123","+,,X","19641130","+,,X","19641130",",,X","","","19641125",",,X","19641113",",,X","-3.9",",X,23,+","0",",,X,30,+","0",",T,X,30,","19.6",",,X,25,","21.7",",X,13,","455.1","X","269.3",",X","51.3",",,,X","","","","","","","0",",T,,X","9.36",",X","14.14",",,,X","4.57",",,,X","","","","","","","","","","","","","","","",""
"USW00094789","1964-12","40.63915","-73.7639","2.7","JFK INTERNATIONAL AIRPORT, NY US","","","","","","","","","","","508.2","X","0.0","2,X","18",",X","8",",X","2",",X","3",",X","1",",X","0","1,X","19","1,X","3","1,X","0","1,X","0","1,X","19","","","","19641219",",1,X","19641220",",,X","19641220",",,X","","","19641204",",,X","19641225",",1,X","-8.3","1,X,19,","51",",,X,20,","76",",,X,20,","41.4",",,X,04,","13.3","1,X,25,","914.9","X","459.8","1,X","135.8",",,,X","","","","","","","76",",,,X","2.44","2,X","5.96","1,,,X","-1.08","1,,,X","","","","","","","","","","","","","","","",""
"USW00094789","1965-01","40.63915","-73.7639","2.7","JFK INTERNATIONAL AIRPORT, NY US","","","","","","","","","","","0.0","0","0.0",",0","8",",0","7",",0","0",",0","16",",0","4",",0","0",",0","28",",0","10",",0","0",",0","0",",0","11","","","","19650115",",,0","19650111",",,0","19650110",",,0","","","19650108",",,0","19650109",",,0","-15.0",",0,15,","178",",,0,11,","168",",,0,10,","16.8",",,0,08,","15.0",",0,09,","1544.2","0","629.3",",0","75.9",",,,0","","","","","","","444",",,,0","-1.97",",0","1.56",",,,0","-5.49",",,,0","330",",X","","","","","","","16.1",",X","","","","","",""
"USW00094789","1965-02","40.63915","-73.7639","2.7","JFK INTERNATIONAL AIRPORT, NY US","","","","","","","","","","","0.0","0","0.0",",0","10",",0","6",",0","0",",0","2",",0","2",",0","0",",0","20",",0","7",",0","0",",0","0",",0","9","","3","","19650205",",,0","19650215",",,0","19650214",",,0","","","19650225",",,0","19650208",",,0","-12.2",",0,05,","51",",,0,15,","46",",,0,14,","23.6",",,0,25,","16.7",",0,08,","2053.2","0","509.0",",0","70.8",",,,0","","","","","","","104",",,,0","0.15",",0","4.32",",,,0","-4.01",",,,0","240",",X","","","","","","","15.6",",X","","","","","",""
"USW00094789","1965-03","40.63915","-73.7639","2.7","JFK INTERNATIONAL AIRPORT, NY US","","","","","","","","","","","0.0","0","0.0",",0","11",",0","8",",0","0",",0","1",",0","1",",0","0",",0","17",",0","1",",0","0",",0","0",",0","10","","","","19650321",",,0","19650321",",,0","19650317",",,0","","","19650305",",,0","19650304",",,0","-7.2",",0,21,","25",",,0,21,","33",",,0,17,","20.6",",,0,05,","15.0",",0,04,","2508.1","0","454.9",",0","69.5",",,,0","","","","","","","91",",,,0","3.66",",0","7.78",",,,0","-0.46",",,,0","90",",X","","","","","","","14.3",",X","","","","","",""
"USW00094789","1965-04","40.63915","-73.7639","2.7","JFK INTERNATIONAL AIRPORT, NY US","","","","","","","","","","","0.0","0","0.0",",0","14",",0","9",",0","0",",0","1",",0","1",",0","0",",0","4",",0","0",",0","3",",0","0",",0","12","","1","","19650401",",,0","19650402",",,0","19650402",",,0","2","","19650416",",,0","19650430",",,0","-2.8",",0,01,","25",",,0,02,","36",",,0,02,","17.5",",,0,16,","25.0",",0,30,","2787.3","0","279.2",",0","80.7",",,,0","","","","","","","36",",,,0","9.03",",0","13.89",",,,0","4.17",",,,0","310",",X","","","","","","","13.0",",X","","","","","",""
"USW00094789","1965-05","40.63915","-73.7639","2.7","JFK INTERNATIONAL AIRPORT, NY US","","","","","","","","","","","28.1","0","28.1",",0","10",",0","3",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","13",",0","1",",0","9","","","","19650507",",,0","19650531","+,,0","19650531","+,,0","1","","19650502",",,0","19650526",",,0","6.1",",0,07,","0",",,0,31,+","0",",,0,31,+","16.8",",,0,02,","32.8",",0,26,","2871.3","0","84.0",",0","41.1",",,,0","","","","","","","0",",,,0","16.53",",0","21.55",",,,0","11.51",",,,0","220","1,X","","","","","","","10.7","1,X","","","","","",""
"USW00094789","1965-06","40.63915","-73.7639","2.7","JFK INTERNATIONAL AIRPORT, NY US","","","","","","","","","","","92.5","0","64.4",",0","10",",0","4",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","27",",0","3",",0","5","","1","","19650617","+,,0","19650630","+,,0","19650630","+,,0","2","","19650603",",,0","19650629",",,0","10.0",",0,17,+","0",",,0,30,+","0",",,0,30,+","9.4",",,0,03,","35.0",",0,29,","2887.2","0","15.9",",0","28.6",",,,0","","","","","","","0",",,,0","19.95",",0","25.44",",,,0","14.46",",,,0","200",",X","","","","","","","10.7",",X","","","","","",""
"USW00094789","1965-07","40.63915","-73.7639","2.7","JFK INTERNATIONAL AIRPORT, NY US","","","","","","","","","","","216.3","0","123.8",",0","10",",0","5",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","1",",0","13","","4","","19650707",",,0","19650731","+,,0","19650731","+,,0","7","","19650711",",,0","19650725",",,0","13.3",",0,07,","0",",,0,31,+","0",",,0,31,+","28.4",",,0,11,","32.8",",0,25,","0.0","0","0.0",",0","62.1",",,,0","","","","","","","0",",,,0","22.33",",0","27.15",",,,0","17.50",",,,0","200",",X","","","","","","","11.2",",X","","","","","",""
"USW00094789","1965-08","40.63915","-73.7639","2.7","JFK INTERNATIONAL AIRPORT, NY US","","","","","","","","","","","349.1","0","132.8",",0","10",",0","5",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","0",",0","16","","1","","19650831",",,0","19650831","+,,0","19650831","+,,0","4","","19650828",",,0","19650827",",,0","7.8",",0,31,","0",",,0,31,+","0",",,0,31,+","22.6",",,0,28,","31.7",",0,27,","8.2","0","8.2",",0","53.6",",,,0","","","","","","","0",",,,0","22.35",",0","26.88",",,,0","17.82",",,,0","300",",X","","","","","","","20.6",",X","","","","","",""
"USW00094789","1965-09","40.63915","-73.7639","2.7","JFK INTERNATIONAL AIRPORT, NY US","","","","","","","","","","","401.9","0","52.8",",0","5",",0","3",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","21",",0","1",",0","13","","3","","19650928",",,0","19650930","+,,0","19650930","+,,0","1","","19650901",",,0","19650918",",,0","7.2",",0,28,","0",",,0,30,+","0",",,0,30,+","10.7",",,0,01,","32.2",",0,18,","42.0","0","33.8",",0","24.4",",,,0","","","","","","","0",",,,0","18.97",",0","23.08",",,,0","14.85",",,,0","190",",X","","","","","","","14.3",",X","","","","","",""
"USW00094789","1965-10","40.63915","-73.7639","2.7","JFK INTERNATIONAL AIRPORT, NY US","","","","","","","","","","","402.5","0","0.6",",0","7",",0","3",",0","1",",0","0",",0","0",",0","0",",0","1",",0","0",",0","9",",0","0",",0","8","","2","","19651029",",,0","19651031","+,,0","19651028",",,0","2","","19651007",",,0","19651019",",,0","0.0",",0,29,","0",",,0,31,+","0",",T,0,28,","26.4",",,0,07,","23.9",",0,19,","205.7","0","163.7",",0","46.9",",,,0","","","","","","","0",",T,,0","13.07",",0","17.93",",,,0","8.21",",,,0","310",",X","","","","","","","15.6",",X","","","","","",""
"USW00094789","1965-11","40.63915","-73.7639","2.7","JFK INTERNATIONAL AIRPORT, NY US","","","","","","","","","","","402.5","0","0.0",",0","11",",0","4",",0","0",",0","0",",0","0",",0","0",",0","8",",0","0",",0","1",",0","0",",0","11","","2","","19651130",",,0","19651130","+,,0","19651118",",,0","1","","19651122",",,0","19651104",",,0","-1.7",",0,30,","0",",,0,30,+","0",",T,0,18,","14.5",",,0,22,","22.8",",0,04,","533.3","0","327.6",",0","34.5",",,,0","","","","","","","0",",T,,0","7.41",",0","11.48",",,,0","3.35",",,,0","320",",X","","","","","","","17.9",",X","","","","","",""
"USW00094789","1965-12","40.63915","-73.7639","2.7","JFK INTERNATIONAL AIRPORT, NY US","","","","","","","","","","","402.5","0","0.0",",0","5",",0","4",",0","1",",0","0",",0","0",",0","0",",0","15",",0","1",",0","0",",0","0",",0","6","","1","","19651227",",,0","19651228",",,0","19651228","+,,0","","","19651213",",,0","19651231",",,0","-8.9",",0,27,","0",",T,0,28,","0",",T,0,28,+","36.1",",,0,13,","13.3",",0,31,","987.6","0","454.3",",0","56.5",",,,0","","","","","","","0",",T,,0","3.68",",0","7.39",",,,0","-0.04",",,,0","360",",X","","","","","","","13.9",",X","","","","","",""
"USW00094789","1966-01","40.63915","-73.7639","2.7","JFK INTERNATIONAL AIRPORT, NY US","","","","","","","","","","","0.0","0","0.0",",0","10",",0","6",",0","0",",0","6",",0","3",",0","0",",0","25",",0","8",",0","0",",0","0",",0","6","","","","19660128",",,0","19660130",",,0","19660130",",,0","","","19660123",",,0","19660101",",,0","-13.9",",0,28,","178",",,0,30,","132",",,0,30,","24.9",",,0,23,","16.7",",0,01,","1569.0","0","581.4",",0","80.8",",,,0","","","","","","","257",",,,0","-0.42",",0","3.30",",,,0","-4.14",",,,0","260",",X","","","","","","","23.2",",X","","","","","",""
"USW00094789","1966-02","40.63915","-73.7639","2.7","JFK INTERNATIONAL AIRPORT, NY US","","","","","","","","","","","0.0","0","0.0",",0","7",",0","5",",0","1",",0","7",",0","3",",0","0",",0","21",",0","3",",0","0",",0","0",",0","11","","4","","19660220",",,0","19660202",",,0","19660224",",,0","","","19660213",",,0","19660212",",,0","-13.3",",0,20,","102",",,0,02,","66",",,0,24,","50.0",",,0,13,","14.4",",0,12,","2054.8","0","485.8",",0","103.7",",,,0","","","","","","","140",",,,0","0.98",",0","4.97",",,,0","-3.00",",,,0","100",",X","","","","","","","13.9",",X","","","","","",""
"USW00094789","1966-03","40.63915","-73.7639","2.7","JFK INTERNATIONAL AIRPORT, NY US","","","","","","","","","","","0.0","0","0.0",",0","11",",0","3",",0","0",",0","0",",0","0",",0","0",",0","11",",0","0",",0","0",",0","0",",0","9","","6","","19660328",",,0","19660331","+,,0","19660306",",,0","1","","19660324",",,0","19660324","+,,0","-4.4",",0,28,","0",",,0,31,+","0",",T,0,06,","15.7",",,0,24,","13.9",",0,24,+","2452.3","0","397.5",",0","34.4",",,,0","","","","","","","0",",T,,0","5.51",",0","9.73",",,,0","1.29",",,,0","300",",X","","","","","","","18.3",",X","","","","","",""
"USW00094789","1966-04","40.63915","-73.7639","2.7","JFK INTERNATIONAL AIRPORT, NY US","","","","","","","","","","","0.0","0","0.0",",0","12",",0","6",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","1",",0","0",",0","9","","","","19660401",",,0","19660430","+,,0","19660408",",,0","","","19660430",",,0","19660425",",,0","0.6",",0,01,","0",",,0,30,+","0",",T,0,08,","26.2",",,0,30,","23.3",",0,25,","2744.7","0","292.4",",0","82.3",",,,0","","","","","","","0",",T,,0","8.59",",0","12.99",",,,0","4.18",",,,0","190",",X","","","","","","","10.3",",X","","","","","",""
"USW00094789","1966-05","40.63915","-73.7639","2.7","JFK INTERNATIONAL AIRPORT, NY US","","","","","","","","","","","2.5","0","2.5",",0","13",",0","7",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","10",",0","0",",0","14","","6","","19660510",",,0","19660531","+,,0","19660531","+,,0","3","","19660519",",,0","19660523",",,0","1.1",",0,10,","0",",,0,31,+","0",",,0,31,+","38.9",",,0,19,","26.1",",0,23,","2890.1","0","145.4",",0","89.3",",,,0","","","","","","","0",",,,0","13.72",",0","18.37",",,,0","9.08",",,,0","190",",X","","","","","","","15.6",",X","","","","","",""
"USW00094789","1966-06","40.63915","-73.7639","2.7","JFK INTERNATIONAL AIRPORT, NY US","","","","","","","","","","","94.0","0","91.5",",0","2",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","29",",0","3",",0","12","","2","","19660601",",,0","19660630","+,,0","19660630","+,,0","1","","19660610",",,0","19660624",",,0","10.0",",0,01,","0",",,0,30,+","0",",,0,30,+","4.1",",,0,10,","35.0",",0,24,","2899.0","0","8.9",",0","5.4",",,,0","","","","","","","0",",,,0","21.09",",0","26.38",",,,0","15.80",",,,0","190",",X","","","","","","","10.3",",X","","","","","",""
"USW00094789","1966-07","40.63915","-73.7639","2.7","JFK INTERNATIONAL AIRPORT, NY US","","","","","","","","","","","300.3","0","206.3",",0","5",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","8",",0","4","","","","19660722","+,,0","19660731","+,,0","19660731","+,,0","5","","19660719",",,0","19660703",",,0","15.0",",0,22,+","0",",,0,31,+","0",",,0,31,+","8.6",",,0,19,","40.0",",0,03,","0.0","0","0.0",",0","17.5",",,,0","","","","","","","0",",,,0","24.99",",0","30.38",",,,0","19.59",",,,0","200",",X","","","","","","","12.5",",X","","","","","",""
"USW00094789","1966-08","40.63915","-73.7639","2.7","JFK INTERNATIONAL AIRPORT, NY US","","","","","","","","","","","463.5","0","163.2",",0","10",",0","4",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","2",",0","14","","3","","19660814","+,,0","19660831","+,,0","19660831","+,,0","5","","19660815",",,0","19660801",",,0","14.4",",0,14,+","0",",,0,31,+","0",",,0,31,+","27.9",",,0,15,","32.8",",0,01,","0.0","0","0.0",",0","76.0",",,,0","","","","","","","0",",,,0","23.60",",0","28.19",",,,0","19.00",",,,0","240",",X","","","","","","","15.6",",X","","","","","",""
"USW00094789","1966-09","40.63915","-73.7639","2.7","JFK INTERNATIONAL AIRPORT, NY US","","","","","","","","","","","517.3","0","53.8",",0","9",",0","6",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","21",",0","1",",0","10","","","","19660916",",,0","19660930","+,,0","19660930","+,,0","1","","19660921",",,0","19660902",",,0","8.3",",0,16,","0",",,0,30,+","0",",,0,30,+","114.0",",,0,21,","32.8",",0,02,","34.8","0","34.8",",0","189.6",",,,0","","","","","","","0",",,,0","18.97",",0","23.17",",,,0","14.76",",,,0","290",",X","","","","","","","11.6",",X","","","","","",""
"USW00094789","1966-10","40.63915","-73.7639","2.7","JFK INTERNATIONAL AIRPORT, NY US","","","","","","","","","","","517.3","0","0.0",",0","7",",0","3",",0","2",",0","0",",0","0",",0","0",",0","1",",0","0",",0","6",",0","0",",0","11","","1","","19661031",",,0","19661031","+,,0","19661031","+,,0","","","19661019",",,0","19661016",",,0","-1.1",",0,31,","0",",,0,31,+","0",",,0,31,+","81.5",",,0,19,","23.3",",0,16,","203.3","0","168.5",",0","125.0",",,,0","","","","","","","0",",,,0","12.90",",0","17.63",",,,0","8.16",",,,0","300",",X","","","","","","","13.4",",X","","","","","",""
"USW00094789","1966-11","40.63915","-73.7639","2.7","JFK INTERNATIONAL AIRPORT, NY US","","","","","","","","","","","517.3","0","0.0",",0","11",",0","8",",0","0",",0","0",",0","0",",0","0",",0","5",",0","0",",0","0",",0","0",",0","14","","2","","19661123",",,0","19661130","+,,0","19661129",",,0","","","19661103",",,0","19661102",",,0","-2.2",",0,23,","0",",,0,30,+","0",",T,0,29,","16.5",",,0,03,","19.4",",0,02,","492.5","0","289.2",",0","58.2",",,,0","","","","","","","0",",T,,0","8.69",",0","12.76",",,,0","4.63",",,,0","100",",X","","","","","","","14.3",",X","","","","","",""
"USW00094789","1966-12","40.63915","-73.7639","2.7","JFK INTERNATIONAL AIRPORT, NY US","","","","","","","","","","","517.3","0","0.0",",0","13",",0","5",",0","1",",0","6",",0","1",",0","0",",0","22",",0","5",",0","0",",0","0",",0","10","","1","","19661204","+,,0","19661225",",,0","19661224",",,0","","","19661229",",,0","19661208",",,0","-9.4",",0,04,+","178",",,0,25,","163",",,0,24,","30.5",",,0,29,","16.1",",0,08,","999.1","0","506.6",",0","70.7",",,,0","","","","","","","225",",,,0","1.99",",0","5.30",",,,0","-1.32",",,,0","170",",X","","","","","","","17.9",",X","","","","","",""
"USW00094789","1967-01","40.63915","-73.7639","2.7","JFK INTERNATIONAL AIRPORT, NY US","","","","","","","","","","","0.0","0","0.0",",0","8",",0","3",",0","0",",0","1",",0","1",",0","0",",0","21",",0","2",",0","0",",0","0",",0","11","","3","","19670119",",,0","19670129",",,0","19670105",",,0","1","","19670127",",,0","19670124",",,0","-11.7",",0,19,","25",",,0,29,","38",",,0,05,","21.1",",,0,27,","17.8",",0,24,","1492.8","0","493.7",",0","37.3",",,,0","","","","","","","71",",,,0","2.41",",0","6.15",",,,0","-1.33",",,,0","90",",X","","","","","","","19.7",",X","","","","","",""
"USW00094789","1967-02","40.63915","-73.7639","2.7","JFK INTERNATIONAL AIRPORT, NY US","","","","","","","","","","","0.0","0","0.0",",0","9",",0","7",",0","0",",0","11",",0","5",",0","1",",0","26",",0","9",",0","0",",0","0",",0","9","","4","","19670213",",,0","19670210","+,,0","19670207",",,0","","","19670223",",,0","19670216",",,0","-17.8",",0,13,","254",",,0,10,+","236",",,0,07,","17.8",",,0,23,","11.1",",0,16,","2071.4","0","578.6",",0","63.0",",,,0","","","","","","","506",",,,0","-2.33",",0","1.76",",,,0","-6.42",",,,0","250",",X","","","","","","","20.6",",X","","","","","",""
"USW00094789","1967-03","40.63915","-73.7639","2.7","JFK INTERNATIONAL AIRPORT, NY US","","","","","","","","","","","0.0","0","0.0",",0","13",",0","10",",0","1",",0","10",",0","4",",0","0",",0","20",",0","6",",0","0",",0","0",",0","13","","3","","19670319",",,0","19670323",",,0","19670322",",,0","","","19670307",",,0","19670311",",,0","-13.9",",0,19,","203",",,0,23,","206",",,0,22,","51.6",",,0,07,","17.8",",0,11,","2590.4","0","519.0",",0","139.2",",,,0","","","","","","","394",",,,0","1.59",",0","5.38",",,,0","-2.19",",,,0","40",",X","","","","","","","15.6",",X","","","","","",""
"USW00094789","1967-04","40.63915","-73.7639","2.7","JFK INTERNATIONAL AIRPORT, NY US","","","","","","","","","","","0.0","0","0.0",",0","13",",0","8",",0","1",",0","0",",0","0",",0","0",",0","4",",0","0",",0","2",",0","0",",0","10","","2","","19670412",",,0","19670430","+,,0","19670427","+,,0","","","19670427",",,0","19670403",",,0","-1.1",",0,12,","0",",,0,30,+","0",",T,0,27,+","37.6",",,0,27,","23.9",",0,03,","2900.6","0","310.2",",0","93.4",",,,0","","","","","","","0",",T,,0","7.99",",0","12.38",",,,0","3.61",",,,0","40",",X","","","","","","","17.0",",X","","","","","",""
"USW00094789","1967-05","40.63915","-73.7639","2.7","JFK INTERNATIONAL AIRPORT, NY US","","","","","","","","","","","0.0","0","0.0",",0","15",",0","10",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","1",",0","0",",0","10","","1","","19670508","+,,0","19670531","+,,0","19670525",",,0","2","","19670507",",,0","19670520",",,0","4.4",",0,08,+","0",",,0,31,+","0",",T,0,25,","35.1",",,0,07,","22.8",",0,20,","3129.4","0","228.8",",0","130.3",",,,0","","","","","","","0",",T,,0","10.95",",0","14.28",",,,0","7.62",",,,0","20",",X","","","","","","","13.9",",X","","","","","",""
"USW00094789","1967-06","40.63915","-73.7639","2.7","JFK INTERNATIONAL AIRPORT, NY US","","","","","","","","","","","42.0","0","42.0",",0","8",",0","5",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","25",",0","0",",0","10","","4","","19670601",",,0","19670630","+,,0","19670630","+,,0","2","","19670619",",,0","19670625",",,0","7.2",",0,01,","0",",,0,30,+","0",",,0,30,+","31.0",",,0,19,","30.6",",0,25,","3143.6","0","14.2",",0","86.3",",,,0","","","","","","","0",",,,0","19.26",",0","23.47",",,,0","15.06",",,,0","300",",X","","","","","","","14.3",",X","","","","","",""
"USW00094789","1967-07","40.63915","-73.7639","2.7","JFK INTERNATIONAL AIRPORT, NY US","","","","","","","","","","","185.3","0","143.3",",0","18",",0","10",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","0",",0","17","","2","","19670706",",,0","19670731","+,,0","19670731","+,,0","5","","19670725",",,0","19670712",",,0","15.0",",0,06,","0",",,0,31,+","0",",,0,31,+","35.8",",,0,25,","31.7",",0,12,","0.0","0","0.0",",0","126.7",",,,0","","","","","","","0",",,,0","22.96",",0","26.50",",,,0","19.42",",,,0","200",",X","","","","","","","11.6",",X","","","","","",""
"USW00094789","1967-08","40.63915","-73.7639","2.7","JFK INTERNATIONAL AIRPORT, NY US","","","","","","","","","","","296.9","0","111.6",",0","14",",0","11",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","29",",0","0",",0","13","","4","","19670831","+,,0","19670831","+,,0","19670831","+,,0","4","","19670805",",,0","19670810","+,,0","14.4",",0,31,+","0",",,0,31,+","0",",,0,31,+","50.5",",,0,05,","29.4",",0,10,+","2.3","0","2.3",",0","187.0",",,,0","","","","","","","0",",,,0","21.86",",0","25.32",",,,0","18.40",",,,0","290",",X","","","","","","","13.0",",X","","","","","",""
