"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DYSD","DYSD_ATTRIBUTES","DYSN","DYSN_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES"
"USC00518590","1961-09","19.7","-155.2","714.1","SADDLE ROAD 1 84, HI US","0",",0","0",",0","19610930","+,,0","19610930","+,,0","0",",,0,30,+","0",",,0,30,+","0",",,,0"
"USC00518590","1961-10","19.7","-155.2","714.1","SADDLE ROAD 1 84, HI US","0",",0","0",",0","19611031","+,,0","19611031","+,,0","0",",,0,31,+","0",",,0,31,+","0",",,,0"
"USC00518590","1961-11","19.7","-155.2","714.1","SADDLE ROAD 1 84, HI US","0",",0","0",",0","19611130","+,,0","19611130","+,,0","0",",,0,30,+","0",",,0,30,+","0",",,,0"
"USC00518590","1961-12","19.7","-155.2","714.1","SADDLE ROAD 1 84, HI US","0",",0","0",",0","19611231","+,,0","19611231","+,,0","0",",,0,31,+","0",",,0,31,+","0",",,,0"
"USC00518590","1962-01","19.7","-155.2","714.1","SADDLE ROAD 1 84, HI US","0",",0","0",",0","19620131","+,,0","19620131","+,,0","0",",,0,31,+","0",",,0,31,+","0",",,,0"
"USC00518590","1962-02","19.7","-155.2","714.1","SADDLE ROAD 1 84, HI US","0",",0","0",",0","19620228","+,,0","19620228","+,,0","0",",,0,28,+","0",",,0,28,+","0",",,,0"
"USC00518590","1962-03","19.7","-155.2","714.1","SADDLE ROAD 1 84, HI US","0",",0","0",",0","19620331","+,,0","19620331","+,,0","0",",,0,31,+","0",",,0,31,+","0",",,,0"
"USC00518590","1962-04","19.7","-155.2","714.1","SADDLE ROAD 1 84, HI US","0","1,0","0","1,0","19620430","+,1,0","19620430","+,1,0","0","1,,0,30,+","0","1,,0,30,+","0","1,,,0"
"USC00518590","1962-05","19.7","-155.2","714.1","SADDLE ROAD 1 84, HI US","0",",0","0",",0","19620531","+,,0","19620531","+,,0","0",",,0,31,+","0",",,0,31,+","0",",,,0"
"USC00518590","1962-06","19.7","-155.2","714.1","SADDLE ROAD 1 84, HI US","0",",0","0",",0","19620630","+,,0","19620630","+,,0","0",",,0,30,+","0",",,0,30,+","0",",,,0"
"USC00518590","1962-07","19.7","-155.2","714.1","SADDLE ROAD 1 84, HI US","0",",0","0",",0","19620731","+,,0","19620731","+,,0","0",",,0,31,+","0",",,0,31,+","0",",,,0"
"USC00518590","1962-08","19.7","-155.2","714.1","SADDLE ROAD 1 84, HI US","0",",0","0",",0","19620831","+,,0","19620831","+,,0","0",",,0,31,+","0",",,0,31,+","0",",,,0"
"USC00518590","1962-09","19.7","-155.2","714.1","SADDLE ROAD 1 84, HI US","0",",0","0",",0","19620930","+,,0","19620930","+,,0","0",",,0,30,+","0",",,0,30,+","0",",,,0"
"USC00518590","1962-10","19.7","-155.2","714.1","SADDLE ROAD 1 84, HI US","0",",0","0",",0","19621031","+,,0","19621031","+,,0","0",",,0,31,+","0",",,0,31,+","0",",,,0"
"USC00518590","1962-11","19.7","-155.2","714.1","SADDLE ROAD 1 84, HI US","0",",0","0",",0","19621130","+,,0","19621130","+,,0","0",",,0,30,+","0",",,0,30,+","0",",,,0"
"USC00518590","1962-12","19.7","-155.2","714.1","SADDLE ROAD 1 84, HI US","0",",0","0",",0","19621231","+,,0","19621231","+,,0","0",",,0,31,+","0",",,0,31,+","0",",,,0"
"USC00518590","1963-01","19.7","-155.2","714.1","SADDLE ROAD 1 84, HI US","0",",0","0",",0","19630131","+,,0","19630131","+,,0","0",",,0,31,+","0",",,0,31,+","0",",,,0"
"USC00518590","1963-02","19.7","-155.2","714.1","SADDLE ROAD 1 84, HI US","0",",0","0",",0","19630228","+,,0","19630228","+,,0","0",",,0,28,+","0",",,0,28,+","0",",,,0"
"USC00518590","1963-03","19.7","-155.2","714.1","SADDLE ROAD 1 84, HI US","0",",0","0",",0","19630331","+,,0","19630331","+,,0","0",",,0,31,+","0",",,0,31,+","0",",,,0"
"USC00518590","1963-04","19.7","-155.2","714.1","SADDLE ROAD 1 84, HI US","0",",0","0",",0","19630430","+,,0","19630430","+,,0","0",",,0,30,+","0",",,0,30,+","0",",,,0"
"USC00518590","1963-05","19.7","-155.2","714.1","SADDLE ROAD 1 84, HI US","0",",0","0",",0","19630531","+,,0","19630531","+,,0","0",",,0,31,+","0",",,0,31,+","0",",,,0"
"USC00518590","1963-06","19.7","-155.2","714.1","SADDLE ROAD 1 84, HI US","0",",0","0",",0","19630630","+,,0","19630630","+,,0","0",",,0,30,+","0",",,0,30,+","0",",,,0"
"USC00518590","1963-07","19.7","-155.2","714.1","SADDLE ROAD 1 84, HI US","0",",0","0",",0","19630731","+,,0","19630731","+,,0","0",",,0,31,+","0",",,0,31,+","0",",,,0"
"USC00518590","1963-08","19.7","-155.2","714.1","SADDLE ROAD 1 84, HI US","0",",0","0",",0","19630831","+,,0","19630831","+,,0","0",",,0,31,+","0",",,0,31,+","0",",,,0"
"USC00518590","1963-09","19.7","-155.2","714.1","SADDLE ROAD 1 84, HI US","0",",0","0",",0","19630930","+,,0","19630930","+,,0","0",",,0,30,+","0",",,0,30,+","0",",,,0"
"USC00518590","1963-10","19.7","-155.2","714.1","SADDLE ROAD 1 84, HI US","0",",0","0",",0","19631031","+,,0","19631031","+,,0","0",",,0,31,+","0",",,0,31,+","0",",,,0"
"USC00518590","1963-11","19.7","-155.2","714.1","SADDLE ROAD 1 84, HI US","0",",0","0",",0","19631130","+,,0","19631130","+,,0","0",",,0,30,+","0",",,0,30,+","0",",,,0"
"USC00518590","1963-12","19.7","-155.2","714.1","SADDLE ROAD 1 84, HI US","0",",0","0",",0","19631231","+,,0","19631231","+,,0","0",",,0,31,+","0",",,0,31,+","0",",,,0"
"USC00518590","1964-01","19.7","-155.2","714.1","SADDLE ROAD 1 84, HI US","0",",0","0",",0","19640131","+,,0","19640131","+,,0","0",",,0,31,+","0",",,0,31,+","0",",,,0"
"USC00518590","1964-02","19.7","-155.2","714.1","SADDLE ROAD 1 84, HI US","0",",0","0",",0","19640229","+,,0","19640229","+,,0","0",",,0,29,+","0",",,0,29,+","0",",,,0"
"USC00518590","1964-03","19.7","-155.2","714.1","SADDLE ROAD 1 84, HI US","0",",0","0",",0","19640331","+,,0","19640331","+,,0","0",",,0,31,+","0",",,0,31,+","0",",,,0"
"USC00518590","1964-04","19.7","-155.2","714.1","SADDLE ROAD 1 84, HI US","0",",0","0",",0","19640430","+,,0","19640430","+,,0","0",",,0,30,+","0",",,0,30,+","0",",,,0"
"USC00518590","1964-05","19.7","-155.2","714.1","SADDLE ROAD 1 84, HI US","0",",0","0",",0","19640531","+,,0","19640531","+,,0","0",",,0,31,+","0",",,0,31,+","0",",,,0"
"USC00518590","1964-06","19.7","-155.2","714.1","SADDLE ROAD 1 84, HI US","0",",0","0",",0","19640630","+,,0","19640630","+,,0","0",",,0,30,+","0",",,0,30,+","0",",,,0"
"USC00518590","1964-07","19.7","-155.2","714.1","SADDLE ROAD 1 84, HI US","0",",0","0",",0","19640731","+,,0","19640731","+,,0","0",",,0,31,+","0",",,0,31,+","0",",,,0"
"USC00518590","1964-08","19.7","-155.2","714.1","SADDLE ROAD 1 84, HI US","0",",0","0",",0","19640831","+,,0","19640831","+,,0","0",",,0,31,+","0",",,0,31,+","0",",,,0"
"USC00518590","1964-09","19.7","-155.2","714.1","SADDLE ROAD 1 84, HI US","0",",0","0",",0","19640930","+,,0","19640930","+,,0","0",",,0,30,+","0",",,0,30,+","0",",,,0"
"USC00518590","1964-10","19.7","-155.2","714.1","SADDLE ROAD 1 84, HI US","0",",0","0",",0","19641031","+,,0","19641031","+,,0","0",",,0,31,+","0",",,0,31,+","0",",,,0"
"USC00518590","1964-11","19.7","-155.2","714.1","SADDLE ROAD 1 84, HI US","0",",0","0",",0","19641130","+,,0","19641130","+,,0","0",",,0,30,+","0",",,0,30,+","0",",,,0"
"USC00518590","1964-12","19.7","-155.2","714.1","SADDLE ROAD 1 84, HI US","0",",0","0",",0","19641231","+,,0","19641231","+,,0","0",",,0,31,+","0",",,0,31,+","0",",,,0"
"USC00518590","1965-01","19.7","-155.2","714.1","SADDLE ROAD 1 84, HI US","0",",0","0",",0","19650131","+,,0","19650131","+,,0","0",",,0,31,+","0",",,0,31,+","0",",,,0"
"USC00518590","1965-02","19.7","-155.2","714.1","SADDLE ROAD 1 84, HI US","0",",0","0",",0","19650228","+,,0","19650228","+,,0","0",",,0,28,+","0",",,0,28,+","0",",,,0"
"USC00518590","1965-03","19.7","-155.2","714.1","SADDLE ROAD 1 84, HI US","0",",0","0",",0","19650331","+,,0","19650331","+,,0","0",",,0,31,+","0",",,0,31,+","0",",,,0"
"USC00518590","1965-04","19.7","-155.2","714.1","SADDLE ROAD 1 84, HI US","0",",0","0",",0","19650430","+,,0","19650430","+,,0","0",",,0,30,+","0",",,0,30,+","0",",,,0"
"USC00518590","1965-05","19.7","-155.2","714.1","SADDLE ROAD 1 84, HI US","0",",0","0",",0","19650531","+,,0","19650531","+,,0","0",",,0,31,+","0",",,0,31,+","0",",,,0"
"USC00518590","1965-06","19.7","-155.2","714.1","SADDLE ROAD 1 84, HI US","0",",0","0",",0","19650630","+,,0","19650630","+,,0","0",",,0,30,+","0",",,0,30,+","0",",,,0"
"USC00518590","1965-07","19.7","-155.2","714.1","SADDLE ROAD 1 84, HI US","0",",0","0",",0","19650731","+,,0","19650731","+,,0","0",",,0,31,+","0",",,0,31,+","0",",,,0"
"USC00518590","1965-08","19.7","-155.2","714.1","SADDLE ROAD 1 84, HI US","0",",0","0",",0","19650831","+,,0","19650831","+,,0","0",",,0,31,+","0",",,0,31,+","0",",,,0"
"USC00518590","1965-09","19.7","-155.2","714.1","SADDLE ROAD 1 84, HI US","0",",0","0",",0","19650930","+,,0","19650930","+,,0","0",",,0,30,+","0",",,0,30,+","0",",,,0"
"USC00518590","1965-10","19.7","-155.2","714.1","SADDLE ROAD 1 84, HI US","0",",0","0",",0","19651031","+,,0","19651031","+,,0","0",",,0,31,+","0",",,0,31,+","0",",,,0"
"USC00518590","1965-11","19.7","-155.2","714.1","SADDLE ROAD 1 84, HI US","0",",0","0",",0","19651130","+,,0","19651130","+,,0","0",",,0,30,+","0",",,0,30,+","0",",,,0"
"USC00518590","1965-12","19.7","-155.2","714.1","SADDLE ROAD 1 84, HI US","0",",0","0",",0","19651231","+,,0","19651231","+,,0","0",",,0,31,+","0",",,0,31,+","0",",,,0"
"USC00518590","1966-01","19.7","-155.2","714.1","SADDLE ROAD 1 84, HI US","0",",0","0",",0","19660131","+,,0","19660131","+,,0","0",",,0,31,+","0",",,0,31,+","0",",,,0"
"USC00518590","1966-02","19.7","-155.2","714.1","SADDLE ROAD 1 84, HI US","0",",0","0",",0","19660228","+,,0","19660228","+,,0","0",",,0,28,+","0",",,0,28,+","0",",,,0"
"USC00518590","1966-03","19.7","-155.2","714.1","SADDLE ROAD 1 84, HI US","0",",0","0",",0","19660331","+,,0","19660331","+,,0","0",",,0,31,+","0",",,0,31,+","0",",,,0"
"USC00518590","1966-04","19.7","-155.2","714.1","SADDLE ROAD 1 84, HI US","0",",0","0",",0","19660430","+,,0","19660430","+,,0","0",",,0,30,+","0",",,0,30,+","0",",,,0"
"USC00518590","1966-05","19.7","-155.2","714.1","SADDLE ROAD 1 84, HI US","0",",0","0",",0","19660531","+,,0","19660531","+,,0","0",",,0,31,+","0",",,0,31,+","0",",,,0"
"USC00518590","1966-06","19.7","-155.2","714.1","SADDLE ROAD 1 84, HI US","0",",0","0",",0","19660630","+,,0","19660630","+,,0","0",",,0,30,+","0",",,0,30,+","0",",,,0"
"USC00518590","1966-07","19.7","-155.2","714.1","SADDLE ROAD 1 84, HI US","0",",0","0",",0","19660731","+,,0","19660731","+,,0","0",",,0,31,+","0",",,0,31,+","0",",,,0"
"USC00518590","1966-08","19.7","-155.2","714.1","SADDLE ROAD 1 84, HI US","0",",0","0",",0","19660831","+,,0","19660831","+,,0","0",",,0,31,+","0",",,0,31,+","0",",,,0"
"USC00518590","1966-09","19.7","-155.2","714.1","SADDLE ROAD 1 84, HI US","0",",0","0",",0","19660930","+,,0","19660930","+,,0","0",",,0,30,+","0",",,0,30,+","0",",,,0"
"USC00518590","1966-10","19.7","-155.2","714.1","SADDLE ROAD 1 84, HI US","0",",0","0",",0","19661031","+,,0","19661031","+,,0","0",",,0,31,+","0",",,0,31,+","0",",,,0"
"USC00518590","1966-11","19.7","-155.2","714.1","SADDLE ROAD 1 84, HI US","0",",0","0",",0","19661130","+,,0","19661130","+,,0","0",",,0,30,+","0",",,0,30,+","0",",,,0"
"USC00518590","1966-12","19.7","-155.2","714.1","SADDLE ROAD 1 84, HI US","0",",0","0",",0","19661231","+,,0","19661231","+,,0","0",",,0,31,+","0",",,0,31,+","0",",,,0"
"USC00518590","1967-01","19.7","-155.2","714.1","SADDLE ROAD 1 84, HI US","0",",0","0",",0","19670131","+,,0","19670131","+,,0","0",",,0,31,+","0",",,0,31,+","0",",,,0"
"USC00518590","1967-02","19.7","-155.2","714.1","SADDLE ROAD 1 84, HI US","0",",0","0",",0","19670228","+,,0","19670228","+,,0","0",",,0,28,+","0",",,0,28,+","0",",,,0"
"USC00518590","1967-03","19.7","-155.2","714.1","SADDLE ROAD 1 84, HI US","0",",0","0",",0","19670331","+,,0","19670331","+,,0","0",",,0,31,+","0",",,0,31,+","0",",,,0"
"USC00518590","1967-04","19.7","-155.2","714.1","SADDLE ROAD 1 84, HI US","0",",0","0",",0","19670430","+,,0","19670430","+,,0","0",",,0,30,+","0",",,0,30,+","0",",,,0"
"USC00518590","1967-05","19.7","-155.2","714.1","SADDLE ROAD 1 84, HI US","0",",0","0",",0","19670531","+,,0","19670531","+,,0","0",",,0,31,+","0",",,0,31,+","0",",,,0"
"USC00518590","1967-06","19.7","-155.2","714.1","SADDLE ROAD 1 84, HI US","0",",0","0",",0","19670630","+,,0","19670630","+,,0","0",",,0,30,+","0",",,0,30,+","0",",,,0"
"USC00518590","1967-07","19.7","-155.2","714.1","SADDLE ROAD 1 84, HI US","0",",0","0",",0","19670731","+,,0","19670731","+,,0","0",",,0,31,+","0",",,0,31,+","0",",,,0"
"USC00518590","1967-08","19.7","-155.2","714.1","SADDLE ROAD 1 84, HI US","0",",0","0",",0","19670831","+,,0","19670831","+,,0","0",",,0,31,+","0",",,0,31,+","0",",,,0"
"USC00518590","1967-09","19.7","-155.2","714.1","SADDLE ROAD 1 84, HI US","0",",0","0",",0","19670930","+,,0","19670930","+,,0","0",",,0,30,+","0",",,0,30,+","0",",,,0"
"USC00518590","1967-10","19.7","-155.2","714.1","SADDLE ROAD 1 84, HI US","0",",0","0",",0","19671031","+,,0","19671031","+,,0","0",",,0,31,+","0",",,0,31,+","0",",,,0"
"USC00518590","1967-11","19.7","-155.2","714.1","SADDLE ROAD 1 84, HI US","0",",0","0",",0","19671130","+,,0","19671130","+,,0","0",",,0,30,+","0",",,0,30,+","0",",,,0"
"USC00518590","1967-12","19.7","-155.2","714.1","SADDLE ROAD 1 84, HI US","0",",0","0",",0","19671231","+,,0","19671231","+,,0","0",",,0,31,+","0",",,0,31,+","0",",,,0"
"USC00518590","1968-01","19.7","-155.2","714.1","SADDLE ROAD 1 84, HI US","0",",0","0",",0","19680131","+,,0","19680131","+,,0","0",",,0,31,+","0",",,0,31,+","0",",,,0"
"USC00518590","1968-02","19.7","-155.2","714.1","SADDLE ROAD 1 84, HI US","0",",0","0",",0","19680229","+,,0","19680229","+,,0","0",",,0,29,+","0",",,0,29,+","0",",,,0"
"USC00518590","1968-03","19.7","-155.2","714.1","SADDLE ROAD 1 84, HI US","0",",0","0",",0","19680331","+,,0","19680331","+,,0","0",",,0,31,+","0",",,0,31,+","0",",,,0"
"USC00518590","1968-04","19.7","-155.2","714.1","SADDLE ROAD 1 84, HI US","0",",0","0",",0","19680430","+,,0","19680430","+,,0","0",",,0,30,+","0",",,0,30,+","0",",,,0"
"USC00518590","1968-05","19.7","-155.2","714.1","SADDLE ROAD 1 84, HI US","0",",0","0",",0","19680531","+,,0","19680531","+,,0","0",",,0,31,+","0",",,0,31,+","0",",,,0"
"USC00518590","1968-06","19.7","-155.2","714.1","SADDLE ROAD 1 84, HI US","0",",0","0",",0","19680630","+,,0","19680630","+,,0","0",",,0,30,+","0",",,0,30,+","0",",,,0"
"USC00518590","1968-07","19.7","-155.2","714.1","SADDLE ROAD 1 84, HI US","0",",0","0",",0","19680731","+,,0","19680731","+,,0","0",",,0,31,+","0",",,0,31,+","0",",,,0"
"USC00518590","1968-08","19.7","-155.2","714.1","SADDLE ROAD 1 84, HI US","0",",0","0",",0","19680831","+,,0","19680831","+,,0","0",",,0,31,+","0",",,0,31,+","0",",,,0"
"USC00518590","1968-09","19.7","-155.2","714.1","SADDLE ROAD 1 84, HI US","0",",0","0",",0","19680930","+,,0","19680930","+,,0","0",",,0,30,+","0",",,0,30,+","0",",,,0"
"USC00518590","1968-10","19.7","-155.2","714.1","SADDLE ROAD 1 84, HI US","0",",0","0",",0","19681031","+,,0","19681031","+,,0","0",",,0,31,+","0",",,0,31,+","0",",,,0"
"USC00518590","1968-11","19.7","-155.2","714.1","SADDLE ROAD 1 84, HI US","0",",0","0",",0","19681130","+,,0","19681130","+,,0","0",",,0,30,+","0",",,0,30,+","0",",,,0"
"USC00518590","1968-12","19.7","-155.2","714.1","SADDLE ROAD 1 84, HI US","0",",0","0",",0","19681231","+,,0","19681231","+,,0","0",",,0,31,+","0",",,0,31,+","0",",,,0"
"USC00518590","1969-01","19.7","-155.2","714.1","SADDLE ROAD 1 84, HI US","0",",0","0",",0","19690131","+,,0","19690131","+,,0","0",",,0,31,+","0",",,0,31,+","0",",,,0"
"USC00518590","1969-02","19.7","-155.2","714.1","SADDLE ROAD 1 84, HI US","0",",0","0",",0","19690228","+,,0","19690228","+,,0","0",",,0,28,+","0",",,0,28,+","0",",,,0"
"USC00518590","1969-03","19.7","-155.2","714.1","SADDLE ROAD 1 84, HI US","0",",0","0",",0","19690331","+,,0","19690331","+,,0","0",",,0,31,+","0",",,0,31,+","0",",,,0"
"USC00518590","1969-04","19.7","-155.2","714.1","SADDLE ROAD 1 84, HI US","0",",0","0",",0","19690430","+,,0","19690430","+,,0","0",",,0,30,+","0",",,0,30,+","0",",,,0"
"USC00518590","1969-05","19.7","-155.2","714.1","SADDLE ROAD 1 84, HI US","0",",0","0",",0","19690531","+,,0","19690531","+,,0","0",",,0,31,+","0",",,0,31,+","0",",,,0"
"USC00518590","1969-06","19.7","-155.2","714.1","SADDLE ROAD 1 84, HI US","0",",0","0",",0","19690630","+,,0","19690630","+,,0","0",",,0,30,+","0",",,0,30,+","0",",,,0"
"USC00518590","1969-07","19.7","-155.2","714.1","SADDLE ROAD 1 84, HI US","0",",0","0",",0","19690731","+,,0","19690731","+,,0","0",",,0,31,+","0",",,0,31,+","0",",,,0"
"USC00518590","1969-08","19.7","-155.2","714.1","SADDLE ROAD 1 84, HI US","0",",0","0",",0","19690831","+,,0","19690831","+,,0","0",",,0,31,+","0",",,0,31,+","0",",,,0"
"USC00518590","1969-09","19.7","-155.2","714.1","SADDLE ROAD 1 84, HI US","0",",0","0",",0","19690930","+,,0","19690930","+,,0","0",",,0,30,+","0",",,0,30,+","0",",,,0"
"USC00518590","1969-10","19.7","-155.2","714.1","SADDLE ROAD 1 84, HI US","0",",0","0",",0","19691031","+,,0","19691031","+,,0","0",",,0,31,+","0",",,0,31,+","0",",,,0"
"USC00518590","1969-11","19.7","-155.2","714.1","SADDLE ROAD 1 84, HI US","0",",0","0",",0","19691130","+,,0","19691130","+,,0","0",",,0,30,+","0",",,0,30,+","0",",,,0"
"USC00518590","1969-12","19.7","-155.2","714.1","SADDLE ROAD 1 84, HI US","0",",0","0",",0","19691231","+,,0","19691231","+,,0","0",",,0,31,+","0",",,0,31,+","0",",,,0"
"USC00518590","1970-01","19.7","-155.2","714.1","SADDLE ROAD 1 84, HI US","0",",0","0",",0","19700131","+,,0","19700131","+,,0","0",",,0,31,+","0",",,0,31,+","0",",,,0"
"USC00518590","1970-02","19.7","-155.2","714.1","SADDLE ROAD 1 84, HI US","0",",0","0",",0","19700228","+,,0","19700228","+,,0","0",",,0,28,+","0",",,0,28,+","0",",,,0"
"USC00518590","1970-03","19.7","-155.2","714.1","SADDLE ROAD 1 84, HI US","0",",0","0",",0","19700331","+,,0","19700331","+,,0","0",",,0,31,+","0",",,0,31,+","0",",,,0"
"USC00518590","1970-04","19.7","-155.2","714.1","SADDLE ROAD 1 84, HI US","0",",0","0",",0","19700430","+,,0","19700430","+,,0","0",",,0,30,+","0",",,0,30,+","0",",,,0"
"USC00518590","1970-05","19.7","-155.2","714.1","SADDLE ROAD 1 84, HI US","0",",0","0",",0","19700531","+,,0","19700531","+,,0","0",",,0,31,+","0",",,0,31,+","0",",,,0"
"USC00518590","1970-06","19.7","-155.2","714.1","SADDLE ROAD 1 84, HI US","0",",0","0",",0","19700630","+,,0","19700630","+,,0","0",",,0,30,+","0",",,0,30,+","0",",,,0"
"USC00518590","1970-07","19.7","-155.2","714.1","SADDLE ROAD 1 84, HI US","0",",0","0",",0","19700731","+,,0","19700731","+,,0","0",",,0,31,+","0",",,0,31,+","0",",,,0"
"USC00518590","1970-08","19.7","-155.2","714.1","SADDLE ROAD 1 84, HI US","0",",0","0",",0","19700831","+,,0","19700831","+,,0","0",",,0,31,+","0",",,0,31,+","0",",,,0"
"USC00518590","1970-09","19.7","-155.2","714.1","SADDLE ROAD 1 84, HI US","0",",0","0",",0","19700930","+,,0","19700930","+,,0","0",",,0,30,+","0",",,0,30,+","0",",,,0"
"USC00518590","1970-10","19.7","-155.2","714.1","SADDLE ROAD 1 84, HI US","0",",0","0",",0","19701031","+,,0","19701031","+,,0","0",",,0,31,+","0",",,0,31,+","0",",,,0"
"USC00518590","1970-11","19.7","-155.2","714.1","SADDLE ROAD 1 84, HI US","0",",0","0",",0","19701130","+,,0","19701130","+,,0","0",",,0,30,+","0",",,0,30,+","0",",,,0"
"USC00518590","1970-12","19.7","-155.2","714.1","SADDLE ROAD 1 84, HI US","0",",0","0",",0","19701231","+,,0","19701231","+,,0","0",",,0,31,+","0",",,0,31,+","0",",,,0"
"USC00518590","1971-01","19.7","-155.2","714.1","SADDLE ROAD 1 84, HI US","0",",0","0",",0","19710131","+,,0","19710131","+,,0","0",",,0,31,+","0",",,0,31,+","0",",,,0"
"USC00518590","1971-02","19.7","-155.2","714.1","SADDLE ROAD 1 84, HI US","0",",0","0",",0","19710228","+,,0","19710228","+,,0","0",",,0,28,+","0",",,0,28,+","0",",,,0"
"USC00518590","1971-03","19.7","-155.2","714.1","SADDLE ROAD 1 84, HI US","0",",0","0",",0","19710331","+,,0","19710331","+,,0","0",",,0,31,+","0",",,0,31,+","0",",,,0"
"USC00518590","1971-04","19.7","-155.2","714.1","SADDLE ROAD 1 84, HI US","0",",0","0",",0","19710430","+,,0","19710430","+,,0","0",",,0,30,+","0",",,0,30,+","0",",,,0"
"USC00518590","1971-05","19.7","-155.2","714.1","SADDLE ROAD 1 84, HI US","0",",0","0",",0","19710531","+,,0","19710531","+,,0","0",",,0,31,+","0",",,0,31,+","0",",,,0"
"USC00518590","1971-06","19.7","-155.2","714.1","SADDLE ROAD 1 84, HI US","0",",0","0",",0","19710630","+,,0","19710630","+,,0","0",",,0,30,+","0",",,0,30,+","0",",,,0"
"USC00518590","1971-07","19.7","-155.2","714.1","SADDLE ROAD 1 84, HI US","0",",0","0",",0","19710731","+,,0","19710731","+,,0","0",",,0,31,+","0",",,0,31,+","0",",,,0"
"USC00518590","1971-08","19.7","-155.2","714.1","SADDLE ROAD 1 84, HI US","0",",0","0",",0","19710831","+,,0","19710831","+,,0","0",",,0,31,+","0",",,0,31,+","0",",,,0"
"USC00518590","1971-09","19.7","-155.2","714.1","SADDLE ROAD 1 84, HI US","0",",0","0",",0","19710930","+,,0","19710930","+,,0","0",",,0,30,+","0",",,0,30,+","0",",,,0"
"USC00518590","1971-10","19.7","-155.2","714.1","SADDLE ROAD 1 84, HI US","0",",0","0",",0","19711031","+,,0","19711031","+,,0","0",",,0,31,+","0",",,0,31,+","0",",,,0"
"USC00518590","1971-11","19.7","-155.2","714.1","SADDLE ROAD 1 84, HI US","0",",0","0",",0","19711130","+,,0","19711130","+,,0","0",",,0,30,+","0",",,0,30,+","0",",,,0"
"USC00518590","1971-12","19.7","-155.2","714.1","SADDLE ROAD 1 84, HI US","0",",0","0",",0","19711231","+,,0","19711231","+,,0","0",",,0,31,+","0",",,0,31,+","0",",,,0"
"USC00518590","1972-01","19.7","-155.2","714.1","SADDLE ROAD 1 84, HI US","0",",0","0",",0","19720131","+,,0","19720131","+,,0","0",",,0,31,+","0",",,0,31,+","0",",,,0"
"USC00518590","1972-02","19.7","-155.2","714.1","SADDLE ROAD 1 84, HI US","0",",0","0",",0","19720229","+,,0","19720229","+,,0","0",",,0,29,+","0",",,0,29,+","0",",,,0"
"USC00518590","1972-03","19.7","-155.2","714.1","SADDLE ROAD 1 84, HI US","0",",0","0",",0","19720331","+,,0","19720331","+,,0","0",",,0,31,+","0",",,0,31,+","0",",,,0"
"USC00518590","1972-04","19.7","-155.2","714.1","SADDLE ROAD 1 84, HI US","0",",0","0",",0","19720430","+,,0","19720430","+,,0","0",",,0,30,+","0",",,0,30,+","0",",,,0"
"USC00518590","1972-05","19.7","-155.2","714.1","SADDLE ROAD 1 84, HI US","0",",0","0",",0","19720531","+,,0","19720531","+,,0","0",",,0,31,+","0",",,0,31,+","0",",,,0"
"USC00518590","1972-06","19.7","-155.2","714.1","SADDLE ROAD 1 84, HI US","0",",0","0",",0","19720630","+,,0","19720630","+,,0","0",",,0,30,+","0",",,0,30,+","0",",,,0"
"USC00518590","1972-07","19.7","-155.2","714.1","SADDLE ROAD 1 84, HI US","0",",0","0",",0","19720731","+,,0","19720731","+,,0","0",",,0,31,+","0",",,0,31,+","0",",,,0"
"USC00518590","1972-08","19.7","-155.2","714.1","SADDLE ROAD 1 84, HI US","0",",0","0",",0","19720831","+,,0","19720831","+,,0","0",",,0,31,+","0",",,0,31,+","0",",,,0"
"USC00518590","1972-09","19.7","-155.2","714.1","SADDLE ROAD 1 84, HI US","0",",0","0",",0","19720930","+,,0","19720930","+,,0","0",",,0,30,+","0",",,0,30,+","0",",,,0"
"USC00518590","1972-10","19.7","-155.2","714.1","SADDLE ROAD 1 84, HI US","0",",0","0",",0","19721031","+,,0","19721031","+,,0","0",",,0,31,+","0",",,0,31,+","0",",,,0"
"USC00518590","1972-11","19.7","-155.2","714.1","SADDLE ROAD 1 84, HI US","0",",0","0",",0","19721130","+,,0","19721130","+,,0","0",",,0,30,+","0",",,0,30,+","0",",,,0"
"USC00518590","1972-12","19.7","-155.2","714.1","SADDLE ROAD 1 84, HI US","0",",0","0",",0","19721231","+,,0","19721231","+,,0","0",",,0,31,+","0",",,0,31,+","0",",,,0"
"USC00518590","1973-03","19.7","-155.2","714.1","SADDLE ROAD 1 84, HI US","0",",0","0",",0","19730331","+,,0","19730331","+,,0","0",",,0,31,+","0",",,0,31,+","0",",,,0"
"USC00518590","1973-04","19.7","-155.2","714.1","SADDLE ROAD 1 84, HI US","0",",0","0",",0","19730430","+,,0","19730430","+,,0","0",",,0,30,+","0",",,0,30,+","0",",,,0"
"USC00518590","1973-05","19.7","-155.2","714.1","SADDLE ROAD 1 84, HI US","0",",0","0",",0","19730531","+,,0","19730531","+,,0","0",",,0,31,+","0",",,0,31,+","0",",,,0"
